keys,docs,classification
LockSupport_getBlocker,"get blocker from lock support  returns the blocker object supplied to the most recent  invocation of a park method that has not yet unblocked, or null  if not blocked. Return type is Object and parameters are thread. basic thread blocking primitives for creating locks and other synchronization classes.",source
SipSession_getCallId,get call id from sip session  gets the call id of the session. Return type is String and no argument.,source
URI_getQuery,get query from uri  returns the decoded query component of this uri. Return type is String and no argument. represents a uniform resource identifier  reference.,source
Method_getExceptionTypes,"get exception types from method  returns an array of class objects that represent the  types of exceptions declared to be thrown by the underlying  executable represented by this object. Return type is Class[] and no argument. a method provides information about, and access to, a single method on a class or interface.  the reflected method may be a class method or an instance method .",source
Provider_toString,"to string from provider  returns a string with the name and the version number  of this provider. Return type is String and no argument. this class represents a ""provider"" for the java security api, where a provider implements some or all parts of java security. services that a provider may implement include:",source
MtpObjectInfo_getThumbCompressedSize,get thumb compressed size from mtp object info  returns the size of the mtp object's thumbnail  will be zero for objects with no thumbnail. Return type is int and no argument. this class encapsulates information about an object on an mtp device. this corresponds to the objectinfo dataset described in section 5.3.1 of the mtp specification.,source
DateFormat_getDateInstance,"get date instance from date format  returns the date formatter with the given formatting style  for the given locale. Return type is Date Format and parameters are int locale. [icu enhancement] icu's replacement for dateformat. methods, fields, and other functionality specific to icu are labeled '[icu]'.",source
X509Certificate_getIssuerAlternativeNames,"get issuer alternative names from x509 certificate  gets an immutable collection of issuer alternative names from the  issueraltname extension, . Return type is Collection> and no argument.",source
Toast_getYOffset,get y offset from toast  return the y offset in pixels to apply to the gravity's location. Return type is int and no argument. a toast is a view containing a quick little message for the user.  the toast class helps you create and show those.,source
TypedArray_getResourceId,get resource id from typed array  retrieves the resource identifier for the attribute at  index. Return type is int and parameters are int int. container for an array of values that were retrieved with resources.theme#obtainstyledattributes or resources#obtainattributes.  be sure to call recycle when done with them. the indices used to retrieve values from this structure correspond to the positions of the attributes given to obtainstyledattributes.,source
LogRecord_getLoggerName,get logger name from log record  get the source logger's name. Return type is String and no argument. logrecord objects are used to pass logging requests between the logging framework and individual log handlers.,source
AutoCompleteTextView_getDropDownAnchor,get drop down anchor from auto complete text view  returns the id for the view that the auto-complete drop down list is anchored to. Return type is int and no argument.,source
BreakIterator_getAvailableLocales,"get available locales from break iterator  returns a list of locales for which breakiterators can be used. Return type is Locale[] and no argument. [icu enhancement] icu's replacement for breakiterator. methods, fields, and other functionality specific to icu are labeled '[icu]'.",source
AlgorithmParameters_getParameterSpec,get parameter spec from algorithm parameters  returns a  specification of this parameter object. Return type is T and parameters are class. this class is used as an opaque representation of cryptographic parameters.,source
DecimalFormatSymbols_getInternationalCurrencySymbol,"get international currency symbol from decimal format symbols  returns the international string denoting the local currency. Return type is String and no argument. [icu enhancement] icu's replacement for decimalformatsymbols. methods, fields, and other functionality specific to icu are labeled '[icu]'. this class represents the set of symbols  needed by decimalformat to format numbers. decimalformat creates for itself an instance of decimalformatsymbols from its locale data.  if you need to change any of these symbols, you can get the decimalformatsymbols object from your decimalformat and modify it.",source
RandomAccessFile_getChannel,"get channel from random access file  returns the unique filechannel  object associated with this file. Return type is File Channel and no argument. instances of this class support both reading and writing to a random access file. a random access file behaves like a large array of bytes stored in the file system. there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read. if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written. output operations that write past the current end of the implied array cause the array to be extended. the file pointer can be read by the getfilepointer method and set by the seek method.",source
ListActivity_getSelectedItemPosition,get selected item position from list activity  get the position of the currently selected list item. Return type is int and no argument.,source
WebSettings_getUseWideViewPort,"get use wide view port from web settings  gets whether the webview supports the ""viewport""  html meta tag or will use a wide viewport. Return type is   boolean and no argument. manages settings state for a webview. when a webview is first created, it obtains a set of default settings. these default settings will be returned from any getter call. a websettings object obtained from webview#getsettings is tied to the life of the webview. if a webview has been destroyed, any method call on websettings will throw an illegalstateexception.",source
MtpDevice_getObjectInfo,"get object info from mtp device  retrieves the mtpobjectinfo for an object. Return type is Mtp Object Info and parameters are int. this class represents an mtp or ptp device connected on the usb host bus. an application can instantiate an object of this type, by referencing an attached usbdevice and then use methods in this class to get information about the device and objects stored on it, as well as open the connection and transfer data.",source
Resources_getDrawableForDensity,get drawable for density from resources  return a drawable object associated with a particular resource id for the  given screen density in dpi and styled for the specified theme. Return type is Drawable and parameters are int int resources theme. class for accessing an application's resources.  this sits on top of the asset manager of the application (accessible through getassets) and provides a high level api for getting typed data from the assets.,source
DrmManagerClient_getDrmObjectType,get drm object type from drm manager client  retrieves the type of rights-protected object  using the specified uri or mime type. Return type is int and parameters are uri string.,source
Resources_getDrawableForDensity,get drawable for density from resources  return a drawable object associated with a particular resource id for the  given screen density in dpi and styled for the specified theme. Return type is Drawable and parameters are int int resources theme. class for accessing an application's resources.  this sits on top of the asset manager of the application (accessible through getassets) and provides a high level api for getting typed data from the assets.,source
WallpaperManager_getDrawable,"get drawable from wallpaper manager  retrieve the current system wallpaper; if  no wallpaper is set, the system built-in static wallpaper is returned. Return type is Drawable and no argument. provides access to the system wallpaper. with wallpapermanager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more.",source
CursorWrapper_getWantsAllOnMoveCalls,get wants all on move calls from cursor wrapper  onmove will only be called across processes if this method returns true. Return type is boolean and no argument. wrapper class for cursor that delegates all calls to the actual cursor object.  the primary use for this class is to extend a cursor while overriding only a subset of its methods.,source
NfcF_getTag,get tag from nfc f  get the tag object backing this tagtechnology object. Return type is Tag and no argument. provides access to nfc f  properties and i/o operations on a tag.,source
PropertyChangeEvent_getPropagationId,"get propagation id from property change event  the ""propagationid"" field is reserved for future use. Return type is Object and no argument. a ""propertychange"" event gets delivered whenever a bean changes a ""bound"" or ""constrained"" property.  a propertychangeevent object is sent as an argument to the propertychangelistener and vetoablechangelistener methods.",source
SSLSessionBindingEvent_getName,"get name from ssl session binding event  returns the name to which the object is being bound, or the name  from which the object is being unbound. Return type is String and no argument. this event is propagated to a sslsessionbindinglistener. when a listener object is bound or unbound to an sslsession by sslsession#putvalue or sslsession#removevalue, objects which implement the sslsessionbindinglistener will be receive an event of this type.  the event's name field is the key in which the listener is being bound or unbound.",source
Socket_getSendBufferSize,"get send buffer size from socket  get value of the so_sndbuf option  for this socket, that is the buffer size used by the platform  for output on this socket. Return type is int and no argument. this class implements client sockets . a socket is an endpoint for communication between two machines.",source
CookieManager_getInstance,get instance from cookie manager  gets the singleton cookiemanager instance. Return type is Cookie Manager and no argument. manages the cookies used by an application's webview instances.,source
InputSource_getPublicId,get public id from input source  get the public identifier for this input source. Return type is String and no argument. a single input source for an xml entity.,source
Display_getDisplayId,get display id from display  gets the display id. Return type is int and no argument. provides information about the size and density of a logical display.,source
LocatorImpl_getColumnNumber,get column number from locator impl  return the saved column number . Return type is int and no argument. provide an optional convenience implementation of locator.,source
ShapeDrawable_getIntrinsicHeight,"get intrinsic height from shape drawable  returns the drawable's intrinsic height. Return type is int and no argument. a drawable object that draws primitive shapes. a shapedrawable takes a shape object and manages its presence on the screen. if no shape is given, then the shapedrawable will default to a rectshape.",source
Semaphore_getQueueLength,"get queue length from semaphore  returns an estimate of the number of threads waiting to acquire. Return type is final  int and no argument. a counting semaphore.  conceptually, a semaphore maintains a set of permits.  each acquire blocks if necessary until a permit is available, and then takes it.  each release adds a permit, potentially releasing a blocking acquirer. however, no actual permit objects are used; the semaphore just keeps a count of the number available and acts accordingly.",source
FieldPosition_getFieldAttribute,get field attribute from field position  returns the field identifier as an attribute constant  from one of the field subclasses. Return type is Format. Field and no argument. fieldposition is a simple class used by format and its subclasses to identify fields in formatted output. fields can be identified in two ways:,source
CharBuffer_array,array from char buffer  returns the char array that backs this  buffer . Return type is final  char[] and no argument. a char buffer.,source
Signature_getProvider,get provider from signature  returns the provider of this signature object. Return type is Provider and no argument. the signature class is used to provide applications the functionality of a digital signature algorithm. digital signatures are used for authentication and integrity assurance of digital data.,source
JSONArray_getJSONObject,"get json object from json array  returns the value at index if it exists and is a jsonobject. Return type is json Object and parameters are int. a dense indexed sequence of values. values may be any mix of jsonobjects, other jsonarrays, strings, booleans, integers, longs, doubles, null or jsonobject#null. values may not be nans, infinities, or of any type not listed here.",source
NumberFormat_parse,"parse from number format  parses text from the beginning of the given string to produce a number. Return type is Number and parameters are string. [icu enhancement] icu's replacement for numberformat. methods, fields, and other functionality specific to icu are labeled '[icu]'.",source
SslError_getPrimaryError,get primary error from ssl error  gets the most severe ssl error in this object's set of errors. Return type is int and no argument. this class represents a set of one or more ssl errors and the associated ssl certificate.,source
AtomicLong_getAndSet,"get and set from atomic long  atomically sets the value to newvalue and returns the old value,  with memory effects as specified by varhandle#getandset. Return type is final  long and parameters are long. a long value that may be updated atomically.  see the varhandle specification for descriptions of the properties of atomic accesses. an atomiclong is used in applications such as atomically incremented sequence numbers, and cannot be used as a replacement for a long. however, this class does extend number to allow uniform access by tools and utilities that deal with numerically based classes.",source
ScheduledThreadPoolExecutor_shutdownNow,"shutdown now from scheduled thread pool executor  attempts to stop all actively executing tasks, halts the  processing of waiting tasks, and returns a list of the tasks  that were awaiting execution. Return type is List and no argument. a threadpoolexecutor that can additionally schedule commands to run after a given delay, or to execute periodically. this class is preferable to timer when multiple worker threads are needed, or when the additional flexibility or capabilities of threadpoolexecutor  are required.",source
FileLock_channel,channel from file lock  returns the file channel upon whose file this lock was acquired. Return type is File Channel and no argument. a token representing a lock on a region of a file.,source
ServerSocket_getInetAddress,"get inet address from server socket  returns the local address of this server socket. Return type is Inet Address and no argument. this class implements server sockets. a server socket waits for requests to come in over the network. it performs some operation based on that request, and then possibly returns a result to the requester.",source
MtpDevice_getObject,"get object from mtp device  returns the data for an object as a byte array. Return type is byte[] and parameters are int int. this class represents an mtp or ptp device connected on the usb host bus. an application can instantiate an object of this type, by referencing an attached usbdevice and then use methods in this class to get information about the device and objects stored on it, as well as open the connection and transfer data.",source
AbstractWindowedCursor_getDouble,get double from abstract windowed cursor  returns the value of the requested column as a double. Return type is double and parameters are int. a base class for cursors that store their data in cursorwindows.,source
RSAPublicKeySpec_getModulus,get modulus from r s a public key spec  returns the modulus. Return type is Big Integer and no argument. this class specifies an rsa public key.,source
LockSupport_getBlocker,"get blocker from lock support  returns the blocker object supplied to the most recent  invocation of a park method that has not yet unblocked, or null  if not blocked. Return type is Object and parameters are thread. basic thread blocking primitives for creating locks and other synchronization classes.",source
MatrixCursor_getType,get type from matrix cursor  returns data type of the given column's value. Return type is int and parameters are int. a mutable cursor implementation backed by an array of objects. use newrow to add rows. automatically expands internal capacity as needed.,source
Preference_getOrder,get order from preference  gets the order of this preference with respect to other preference objects on the same level. Return type is int and no argument.,source
NetworkInterface_getByName,"get by name from network interface  searches for the network interface with the specified name. Return type is Network Interface and parameters are string. this class represents a network interface made up of a name, and a list of ip addresses assigned to this interface. it is used to identify the local interface on which a multicast group is joined. interfaces are normally known by names such as ""le0"".",source
BroadcastReceiver_getResultExtras,"get result extras from broadcast receiver  retrieve the current result extra data, as set by the previous receiver. Return type is Bundle and parameters are boolean. base class for code that receives and handles broadcast intents sent by context.sendbroadcast.",source
ScaleGestureDetector_getCurrentSpanX,get current span x from scale gesture detector  return the average x distance between each of the pointers forming the  gesture in progress through the focal point. Return type is float and no argument. detects scaling transformation gestures using the supplied motionevents. the onscalegesturelistener callback will notify users when a particular gesture event has occurred. this class should only be used with motionevents reported via touch. to use this class:,source
Timestamp_getTimestamp,get timestamp from timestamp  returns the date and time when the timestamp was generated. Return type is Date and no argument. this class encapsulates information about a signed timestamp. it is immutable. it includes the timestamp's date and time as well as information about the timestamping authority  which generated and signed the timestamp.,source
RandomAccessFile_getFD,"get f d from random access file  returns the opaque file descriptor object associated with this  stream. Return type is File Descriptor and no argument. instances of this class support both reading and writing to a random access file. a random access file behaves like a large array of bytes stored in the file system. there is a kind of cursor, or index into the implied array, called the file pointer; input operations read bytes starting at the file pointer and advance the file pointer past the bytes read. if the random access file is created in read/write mode, then output operations are also available; output operations write bytes starting at the file pointer and advance the file pointer past the bytes written. output operations that write past the current end of the implied array cause the array to be extended. the file pointer can be read by the getfilepointer method and set by the seek method.",source
MessageDigest_digest,"digest from message digest  completes the hash computation by performing final operations  such as padding. Return type is int and parameters are byte[] int int. this messagedigest class provides applications the functionality of a message digest algorithm, such as sha 1 or sha 256. message digests are secure one way hash functions that take arbitrary sized data and output a fixed length hash value.",source
TextureView_getBitmap,get bitmap from texture view  returns a bitmap representation of the content  of the associated surface texture. Return type is Bitmap and parameters are int int.,source
MimeTypeMap_getExtensionFromMimeType,get extension from mime type from mime type map  return the registered extension for the given mime type. Return type is String and parameters are string. two way map that maps mime types to file extensions and vice versa.,source
AudioRecord_getAudioSource,"get audio source from audio record  returns the audio recording source. Return type is int and no argument. the audiorecord class manages the audio resources for java applications to record audio from the audio input hardware of the platform. this is achieved by ""pulling""  the data from the audiorecord object. the application is responsible for polling the audiorecord object in time using one of the following three methods:  read, read or read. the choice of which method to use will be based on the audio data storage format that is the most convenient for the user of audiorecord.",source
WallpaperManager_getInstance,"get instance from wallpaper manager  retrieve a wallpapermanager associated with the given context. Return type is Wallpaper Manager and parameters are context. provides access to the system wallpaper. with wallpapermanager, you can get the current wallpaper, get the desired dimensions for the wallpaper, set the wallpaper, and more.",source
EditTextPreference_getText,get text from edit text preference  gets the text from the sharedpreferences. Return type is String and no argument.,source
Equalizer_getProperties,get properties from equalizer  gets the equalizer properties. Return type is Equalizer. Settings and no argument. an equalizer is used to alter the frequency response of a particular music source or of the main output mix.,source
AlgorithmParameters_getEncoded,get encoded from algorithm parameters  returns the parameters encoded in the specified scheme. Return type is final  byte[] and parameters are string. this class is used as an opaque representation of cryptographic parameters.,source
IllegalFormatConversionException_getArgumentClass,get argument class from illegal format conversion exception  returns the class of the mismatched argument. Return type is Class and no argument. unchecked exception thrown when the argument corresponding to the format specifier is of an incompatible type.,source
NfcA_getMaxTransceiveLength,get max transceive length from nfc a  return the maximum number of bytes that can be sent with transceive. Return type is int and no argument. provides access to nfc a  properties and i/o operations on a tag.,source
LocationManager_getBestProvider,"get best provider from location manager  returns the name of the provider that best meets the given criteria. Return type is String and parameters are criteria boolean. this class provides access to the system location services. these services allow applications to obtain periodic updates of the device's geographical location, or to be notified when the device enters the proximity of a given geographical location.",source
AudioStream_getCodec,"get codec from audio stream  returns the audiocodec, or null if it is not set. Return type is Audio Codec and no argument.",source
ContextThemeWrapper_getResources,get resources from context theme wrapper  returns a resources instance for the application's package. Return type is Resources and no argument. a context wrapper that allows you to modify or replace the theme of the wrapped context.,source
ParsePosition_getIndex,get index from parse position  retrieve the current parse position. Return type is int and no argument. parseposition is a simple class used by format and its subclasses to keep track of the current position during parsing. the parseobject method in the various format classes requires a parseposition object as an argument.,source
CellLocation_getEmpty,"get empty from cell location  return a new celllocation object representing an unknown  location, or null for unknown/none phone radio types. Return type is Cell Location and no argument.",source
URL_getProtocol,"get protocol from url  gets the protocol name of this url. Return type is String and no argument. class url represents a uniform resource locator, a pointer to a ""resource"" on the world wide web. a resource can be something as simple as a file or a directory, or it can be a reference to a more complicated object, such as a query to a database or to a search engine. more information on the types of urls and their formats can be found at: types of url",source
ExifInterface_getAttributeInt,get attribute int from exif interface  returns the integer value of the specified tag. Return type is int and parameters are string int. this is a class for reading and writing exif tags in various image file formats.,source
MtpStorageInfo_getDescription,get description from mtp storage info  returns the description string for the storage unit. Return type is String and no argument. this class encapsulates information about a storage unit on an mtp device. this corresponds to the storageinfo dataset described in section 5.2.2 of the mtp specification.,source
EllipticCurve_getField,get field from elliptic curve  returns the finite field field that this  elliptic curve is over. Return type is E C Field and no argument. this immutable class holds the necessary values needed to represent an elliptic curve.,source
URLConnection_getContentLength,"get content length from url connection  returns the value of the content-length header field. Return type is int and no argument. the abstract class urlconnection is the superclass of all classes that represent a communications link between the application and a url. instances of this class can be used both to read from and to write to the resource referenced by the url. in general, creating a connection to a url is a multistep process:",source
StaticLayout_getLineCount,get line count from static layout  return the number of lines of text in this layout. Return type is int and no argument. staticlayout is a layout for text that will not be edited after it is laid out.  use dynamiclayout for text that may change.,source
AccountManager_get,"get from account manager  gets an accountmanager instance associated with a context. Return type is Account Manager and parameters are context. this class provides access to a centralized registry of the user's online accounts.  the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval.",source
WebViewFragment_getWebView,get web view from web view fragment  gets the webview. Return type is Web View and no argument.,source
Thread_getState,get state from thread  returns the state of this thread. Return type is Thread. State and no argument. a thread is a thread of execution in a program. the java virtual machine allows an application to have multiple threads of execution running concurrently.,source
SAXParseException_getPublicId,get public id from s a x parse exception  get the public identifier of the entity where the exception occurred. Return type is String and no argument. encapsulate an xml parse error or warning.,source
SSLParameters_getNeedClientAuth,"get need client auth from ssl parameters  returns whether client authentication should be required. Return type is boolean and no argument. encapsulates parameters for an ssl/tls connection. the parameters are the list of ciphersuites to be accepted in an ssl/tls handshake, the list of protocols to be allowed, the endpoint identification algorithm during ssl/tls handshaking, the server name indication , the algorithm constraints and whether ssl/tls servers should request or require client authentication, etc.",source
Handler_getErrorManager,"get error manager from handler  retrieves the errormanager for this handler. Return type is Error Manager and no argument. a handler object takes log messages from a logger and exports them.  it might for example, write them to a console or write them to a file, or send them to a network logging service, or forward them to an os log, or whatever.",source
ListFragment_getListView,get list view from list fragment  get the fragment's list view widget. Return type is List View and no argument.,source
ReentrantReadWriteLock_getReadLockCount,get read lock count from reentrant read write lock  queries the number of read locks held for this lock. Return type is int and no argument. an implementation of readwritelock supporting similar semantics to reentrantlock.,source
MatrixCursor_getShort,get short from matrix cursor  returns the value of the requested column as a short. Return type is short and parameters are int. a mutable cursor implementation backed by an array of objects. use newrow to add rows. automatically expands internal capacity as needed.,source
EasyEditSpan_getSpanTypeId,get span type id from easy edit span  return a special type identifier for this span class. Return type is int and no argument. provides an easy way to edit a portion of text.,source
AbstractCursor_getColumnName,get column name from abstract cursor  returns the column name at the given zero-based column index. Return type is String and parameters are int. this is an abstract cursor class that handles a lot of the common code that all cursors need to deal with and is provided for convenience reasons.,source
AbstractQueuedSynchronizer_getSharedQueuedThreads,"get shared queued threads from abstract queued synchronizer  returns a collection containing threads that may be waiting to  acquire in shared mode. Return type is Collection and no argument. provides a framework for implementing blocking locks and related synchronizers  that rely on first in first out  wait queues.  this class is designed to be a useful basis for most kinds of synchronizers that rely on a single atomic int value to represent state. subclasses must define the protected methods that change this state, and which define what that state means in terms of this object being acquired or released.  given these, the other methods in this class carry out all queuing and blocking mechanics. subclasses can maintain other state fields, but only the atomically updated int value manipulated using methods getstate, setstate and compareandsetstate is tracked with respect to synchronization.",source
Method_getTypeParameters,"get type parameters from method  returns an array of typevariable objects that represent the  type variables declared by the generic declaration represented by this  genericdeclaration object, in declaration order. Return type is Type Variable[] and no argument. a method provides information about, and access to, a single method on a class or interface.  the reflected method may be a class method or an instance method .",source
BroadcastReceiver_getResultData,"get result data from broadcast receiver  retrieve the current result data, as set by the previous receiver. Return type is String and no argument. base class for code that receives and handles broadcast intents sent by context.sendbroadcast.",source
DatagramSocket_getSoTimeout,get so timeout from datagram socket  retrieve setting for so_timeout. Return type is int and no argument. this class represents a socket for sending and receiving datagram packets.,source
StorageManager_getMountedObbPath,get mounted obb path from storage manager  check the mounted path of an opaque binary blob  file. Return type is String and parameters are string. storagemanager is the interface to the systems storage service. the storage manager handles storage related items such as opaque binary blobs .,source
AccountManager_removeAccount,"remove account from account manager  removes an account from the accountmanager. Return type is Account Manager Future and parameters are account activity account manager callback handler. this class provides access to a centralized registry of the user's online accounts.  the user enters credentials  once per account, granting applications access to online resources with ""one click"" approval.",source
UsbDeviceConnection_getRawDescriptors,get raw descriptors from usb device connection  returns the raw usb descriptors for the device. Return type is byte[] and no argument. this class is used for sending and receiving data and control messages to a usb device. instances of this class are created by usbmanager#opendevice.,source
StaticLayout_getTopPadding,get top padding from static layout  returns the  number of extra pixels of ascent padding in the  top line of the layout. Return type is int and no argument. staticlayout is a layout for text that will not be edited after it is laid out.  use dynamiclayout for text that may change.,source
ServerSocket_getSoTimeout,"get so timeout from server socket  retrieve setting for so_timeout. Return type is int and no argument. this class implements server sockets. a server socket waits for requests to come in over the network. it performs some operation based on that request, and then possibly returns a result to the requester.",source
KeyFactory_getInstance,"get instance from key factory  returns a keyfactory object that converts  public/private keys of the specified algorithm. Return type is Key Factory and parameters are string. key factories are used to convert keys  into key specifications , and vice versa.",source
LayoutAnimationController_getDelay,"get delay from layout animation controller  returns the delay by which the children's animation are offset. Return type is float and no argument. a layout animation controller is used to animate the children of a layout or a view group. each child uses the same animation but for every one of them, the animation starts at a different time. a layout animation controller is used by viewgroup to compute the delay by which each child's animation start must be offset. the delay is computed by using characteristics of each child, like its index in the view group. this standard implementation computes the delay by multiplying a fixed amount of miliseconds by the index of the child in its parent view group. subclasses are supposed to override getdelayforview to implement a different way of computing the delay. for instance, a gridlayoutanimationcontroller will compute the delay based on the column and row indices of the child in its parent view group. information used to compute the animation delay of each child are stored in an instance of layoutanimationcontroller.animationparameters, itself stored in the viewgroup.layoutparams of the view.",source
