keys,docs,classification
MtpDevice_getObject,get object from mtp device  returns the data for an object as a byte array.,source
AbstractWindowedCursor_getDouble,get double from abstract windowed cursor  returns the value of the requested column as a double.,source
RSAPublicKeySpec_getModulus,get modulus from public key spec  returns the modulus.,source
LockSupport_getBlocker,"get blocker from lock support  returns the blocker object supplied to the most recent  invocation of a park method that has not yet unblocked, or null  if not blocked.",source
MatrixCursor_getType,get type from matrix cursor  returns data type of the given column's value.,source
Preference_getOrder,get order from preference  gets the order of this preference with respect to other preference objects on the same level.,source
NetworkInterface_getByName,get by name from network interface  searches for the network interface with the specified name.,source
BroadcastReceiver_getResultExtras,"get result extras from broadcast receiver  retrieve the current result extra data, as set by the previous receiver.",source
ScaleGestureDetector_getCurrentSpanX,get current span x from scale gesture detector  return the average x distance between each of the pointers forming the  gesture in progress through the focal point.,source
Timestamp_getTimestamp,get timestamp from timestamp  returns the date and time when the timestamp was generated.,source
RandomAccessFile_getFD,get f d from random access file  returns the opaque file descriptor object associated with this  stream.,source
MessageDigest_digest,digest from message digest  completes the hash computation by performing final operations  such as padding.,source
TextureView_getBitmap,get bitmap from texture view  returns a bitmap representation of the content  of the associated surface texture.,source
MimeTypeMap_getExtensionFromMimeType,get extension from mime type from mime type map  return the registered extension for the given mime type.,source
AudioRecord_getAudioSource,get audio source from audio record  returns the audio recording source.,source
WallpaperManager_getInstance,get instance from wallpaper manager  retrieve a wallpapermanager associated with the given context.,source
EditTextPreference_getText,get text from edit text preference  gets the text from the sharedpreferences.,source
Equalizer_getProperties,get properties from equalizer  gets the equalizer properties.,source
AlgorithmParameters_getEncoded,get encoded from algorithm parameters  returns the parameters encoded in the specified scheme.,source
IllegalFormatConversionException_getArgumentClass,get argument class from illegal format conversion exception  returns the class of the mismatched argument.,source
NfcA_getMaxTransceiveLength,get max transceive length from nfc  return the maximum number of bytes that can be sent with transceive.,source
LocationManager_getBestProvider,get best provider from location manager  returns the name of the provider that best meets the given criteria.,source
AudioStream_getCodec,"get codec from audio stream  returns the audiocodec, or null if it is not set.",source
ContextThemeWrapper_getResources,get resources from context theme wrapper  returns a resources instance for the application's package.,source
ParsePosition_getIndex,get index from parse position  retrieve the current parse position.,source
CellLocation_getEmpty,"get empty from cell location  return a new celllocation object representing an unknown  location, or null for unknown/none phone radio types.",source
URL_getProtocol,get protocol from   gets the protocol name of this url.,source
ExifInterface_getAttributeInt,get attribute int from exif interface  returns the integer value of the specified tag.,source
MtpStorageInfo_getDescription,get description from mtp storage info  returns the description string for the storage unit.,source
EllipticCurve_getField,get field from elliptic curve  returns the finite field field that this  elliptic curve is over.,source
URLConnection_getContentLength,get content length from connection  returns the value of the content-length header field.,source
StaticLayout_getLineCount,get line count from static layout  return the number of lines of text in this layout.,source
AccountManager_get,get from account manager  gets an accountmanager instance associated with a context.,source
WebViewFragment_getWebView,get web view from web view fragment  gets the webview.,source
Thread_getState,get state from thread  returns the state of this thread.,source
SAXParseException_getPublicId,get public id from parse exception  get the public identifier of the entity where the exception occurred.,source
SSLParameters_getNeedClientAuth,get need client auth from parameters  returns whether client authentication should be required.,source
Handler_getErrorManager,get error manager from handler  retrieves the errormanager for this handler.,source
ListFragment_getListView,get list view from list fragment  get the fragment's list view widget.,source
ReentrantReadWriteLock_getReadLockCount,get read lock count from reentrant read write lock  queries the number of read locks held for this lock.,source
MatrixCursor_getShort,get short from matrix cursor  returns the value of the requested column as a short.,source
EasyEditSpan_getSpanTypeId,get span type id from easy edit span  return a special type identifier for this span class.,source
AbstractCursor_getColumnName,get column name from abstract cursor  returns the column name at the given zero-based column index.,source
AbstractQueuedSynchronizer_getSharedQueuedThreads,get shared queued threads from abstract queued synchronizer  returns a collection containing threads that may be waiting to  acquire in shared mode.,source
Method_getTypeParameters,"get type parameters from method  returns an array of typevariable objects that represent the  type variables declared by the generic declaration represented by this  genericdeclaration object, in declaration order.",source
BroadcastReceiver_getResultData,"get result data from broadcast receiver  retrieve the current result data, as set by the previous receiver.",source
DatagramSocket_getSoTimeout,get so timeout from datagram socket  retrieve setting for so_timeout.,source
StorageManager_getMountedObbPath,get mounted obb path from storage manager  check the mounted path of an opaque binary blob  file.,source
AccountManager_removeAccount,remove account from account manager  removes an account from the accountmanager.,source
UsbDeviceConnection_getRawDescriptors,get raw descriptors from usb device connection  returns the raw usb descriptors for the device.,source
StaticLayout_getTopPadding,get top padding from static layout  returns the  number of extra pixels of ascent padding in the  top line of the layout.,source
ServerSocket_getSoTimeout,get so timeout from server socket  retrieve setting for so_timeout.,source
KeyFactory_getInstance,get instance from key factory  returns a keyfactory object that converts  public/private keys of the specified algorithm.,source
LayoutAnimationController_getDelay,get delay from layout animation controller  returns the delay by which the children's animation are offset.,source
Type_getCount,get count from type  return the total number of accessable cells in the type.,source
MtpDevice_getThumbnail,get thumbnail from mtp device  returns the thumbnail data for an object as a byte array.,source
BluetoothAdapter_getProfileProxy,get profile proxy from bluetooth adapter  get the profile proxy object associated with the profile.,source
Socket_getSoLinger,get so linger from socket  returns setting for so_linger.,source
RootElement_getContentHandler,get content handler from root element  gets the sax contenthandler.,source
ServerSocket_getReceiveBufferSize,"get receive buffer size from server socket  gets the value of the so_rcvbuf option  for this serversocket, that is the proposed buffer size that  will be used for sockets accepted from this serversocket.",source
Calendar_getDisplayName,get display name from calendar  returns the name of this calendar in the language of the given locale.,source
TypedArray_getDimensionPixelSize,get dimension pixel size from typed array  retrieve a dimensional unit attribute at index for use  as a size in raw pixels.,source
MifareUltralight_readPages,read pages from mifare ultralight  read 4 pages .,source
Binder_getCallingUserHandle,get calling user handle from binder  return the userhandle assigned to the process that sent you the  current transaction that is being processed.,source
SQLiteOpenHelper_getWritableDatabase,get writable database from lite open helper  create and/or open a database that will be used for reading and writing.,source
Socket_getChannel,"get channel from socket  returns the unique socketchannel  object associated with this socket, if any.",source
ResourceBundle_getStringArray,get string array from resource bundle  gets a string array for the given key from this resource bundle or one of its parents.,source
GregorianCalendar_getGregorianChange,get gregorian change from gregorian calendar  gets the gregorian calendar change date.,source
SynthesisRequest_getSpeechRate,get speech rate from synthesis request  gets the speech rate to use.,source
ScaleGestureDetector_getFocusY,get focus y from scale gesture detector  get the y coordinate of the current gesture's focal point.,source
FileOutputStream_getFD,get f d from file output stream  returns the file descriptor associated with this stream.,source
SQLiteDatabase_getPageSize,"get page size from lite database  returns the current database page size, in bytes.",source
FormatFlagsConversionMismatchException_getMessage,get message from format flags conversion mismatch exception  returns the detail message string of this throwable.,source
LogRecord_getThrown,get thrown from log record  get any throwable associated with the log record.,source
WebResourceResponse_getData,get data from web resource response  gets the input stream that provides the resource response's data.,source
Mac_doFinal,do final from mac  processes the given array of bytes and finishes the mac operation.,source
KeyFactory_getKeySpec,get key spec from key factory  returns a specification  of the given key object.,source
ObjectAnimator_getPropertyName,get property name from object animator  gets the name of the property that will be animated.,source
Throwable_getSuppressed,"get suppressed from throwable  returns an array containing all of the exceptions that were  suppressed, typically by the try-with-resources  statement, in order to deliver this exception.",source
IsoDep_transceive,transceive from iso dep  send raw iso-dep data to the tag and receive the response.,source
WallpaperManager_getDesiredMinimumHeight,get desired minimum height from wallpaper manager  returns the desired minimum height for the wallpaper.,source
URI_getFragment,get fragment from   returns the decoded fragment component of this uri.,source
LayoutAnimationController_getInterpolator,get interpolator from layout animation controller  returns the interpolator used to interpolate the delays between the  children.,source
Socket_getReceiveBufferSize,"get receive buffer size from socket  gets the value of the so_rcvbuf option  for this socket, that is the buffer size used by the platform  for input on this socket.",source
SensorManager_getRotationMatrixFromVector,get rotation matrix from vector from sensor manager  helper function to convert a rotation vector to a rotation matrix.,source
EllipticCurve_getSeed,get seed from elliptic curve  returns the seeding bytes seed used  during curve generation.,source
SSLContext_getInstance,get instance from context  returns a sslcontext object that implements the  specified secure socket protocol.,source
MergeCursor_getFloat,get float from merge cursor  returns the value of the requested column as a float.,source
BroadcastReceiver_getResultCode,"get result code from broadcast receiver  retrieve the current result code, as set by the previous receiver.",source
DynamicDrawableSpan_getVerticalAlignment,"get vertical alignment from dynamic drawable span  returns the vertical alignment of this span, one of align_bottom,  align_baseline or align_center.",source
AbstractCursor_getExtras,get extras from abstract cursor  returns a bundle of extra values.,source
Provider_getName,get name from provider  returns the name of this provider.,source
DateFormatSymbols_getLocalPatternChars,get local pattern chars from date format symbols  returns localized date-time pattern characters.,source
HandlerThread_getLooper,get looper from handler thread  this method returns the looper associated with this thread.,source
StringWriter_getBuffer,get buffer from string writer  return the string buffer itself.,source
URLConnection_getConnectTimeout,get connect timeout from connection  returns setting for connect timeout.,source
AccountManager_get,get from account manager  gets an accountmanager instance associated with a context.,source
WebResourceResponse_getEncoding,get encoding from web resource response  gets the resource response's encoding.,source
Writer_append,append from writer  appends the specified character to this writer.,source
BackupDataInputStream_getKey,get key from backup data input stream  report the key string associated with this entity within the backup data set.,source
AbstractQueuedSynchronizer_getQueueLength,get queue length from abstract queued synchronizer  returns an estimate of the number of threads waiting to  acquire.,source
SensorManager_getRotationMatrixFromVector,get rotation matrix from vector from sensor manager  helper function to convert a rotation vector to a rotation matrix.,source
Equalizer_getCenterFreq,get center freq from equalizer  gets the center frequency of the given band.,source
DownloadManager_getUriForDownloadedFile,"get uri for downloaded file from download manager  returns the uri of the given downloaded file id, if the file is  downloaded successfully.",source
StaticLayout_getLineDirections,get line directions from static layout  returns the directional run information for the specified line.,source
CertPathValidator_getInstance,get instance from cert path validator  returns a certpathvalidator object that implements the  specified algorithm.,source
ClassLoader_getParent,get parent from class loader  returns the parent class loader for delegation.,source
URLConnection_getHeaderFields,get header fields from connection  returns an unmodifiable map of the header fields.,source
LocationProvider_getName,get name from location provider  returns the name of this provider.,source
AlgorithmParameters_getAlgorithm,get algorithm from algorithm parameters  returns the name of the algorithm associated with this parameter object.,source
Animation_getDuration,get duration from animation  how long this animation should last,source
Deflater_getTotalOut,get total out from deflater  returns the total number of compressed bytes output so far.,source
IllegalFormatPrecisionException_getPrecision,get precision from illegal format precision exception  returns the precision,source
CookieSyncManager_createInstance,create instance from cookie sync manager  create a singleton cookiesyncmanager within a context,source
ViewAnimator_getDisplayedChild,get displayed child from view animator  returns the index of the currently displayed child view.,source
URLConnection_getDefaultAllowUserInteraction,get default allow user interaction from connection  returns the default value of the allowuserinteraction  field.,source
PreferenceGroup_getPreferenceCount,get preference count from preference group  returns the number of children preferences.,source
DatagramSocket_getLocalAddress,get local address from datagram socket  gets the local address to which the socket is bound.,source
DatePickerDialog_getDatePicker,get date picker from date picker dialog  returns the datepicker contained in this dialog.,source
SimpleAdapter_getCount,get count from simple adapter  how many items are in the data set represented by this adapter.,source
CRL_getType,get type from   returns the type of this crl.,source
ExifInterface_getAttributeDouble,get attribute double from exif interface  returns the double value of the tag that is specified as rational or contains a  double-formatted value.,source
Currency_getSymbol,get symbol from currency  convenience and compatibility override of getname that  requests the symbol name for the default display locale.,source
LogRecord_getThrown,get thrown from log record  get any throwable associated with the log record.,source
DrmRights_getMimeType,get mime type from drm rights  retrieves the mime type associated with this drmrights object.,source
Throwable_getCause,get cause from throwable  returns the cause of this throwable or null if the  cause is nonexistent or unknown.,source
NumberFormat_getInstance,get instance from number format  note: new users are strongly encouraged to use  numberformatter instead of numberformat.,source
Signature_getInstance,get instance from signature  returns a signature object that implements the specified signature  algorithm.,source
ZipEntry_getMethod,get method from zip entry  returns the compression method of the entry.,source
Environment_getDownloadCacheDirectory,get download cache directory from environment  return the download/cache content directory.,source
StackTraceElement_getFileName,get file name from stack trace element  returns the name of the source file containing the execution point  represented by this stack trace element.,source
BluetoothAdapter_getProfileProxy,get profile proxy from bluetooth adapter  get the profile proxy object associated with the profile.,source
DecimalFormat_getNegativeSuffix,get negative suffix from decimal format  affixes: gets the negative suffix string currently being used to format  numbers.,source
FileInputStream_getChannel,get channel from file input stream  returns the unique filechannel  object associated with this file input stream.,source
CollationKey_compareTo,compare to from collation key  compare this collationkey to another collationkey.,source
RandomAccessFile_getFilePointer,get file pointer from random access file  returns the current offset in this file.,source
SocketChannel_write,write from socket channel  writes a sequence of bytes to this channel from the given buffer.,source
SearchView_getInputType,get input type from search view  returns the input type set on the query text field.,source
AudioRecord_getSampleRate,get sample rate from audio record  returns the configured audio sink sample rate in hz.,source
SSLContext_getInstance,get instance from context  returns a sslcontext object that implements the  specified secure socket protocol.,source
ValueAnimator_getDuration,get duration from value animator  gets the length of the animation.,source
Method_getName,"get name from method  returns the name of the method represented by this method  object, as a string.",source
Matrix3f_get,get from matrix3f  returns the value for a given row and column,source
KeyFactory_getKeySpec,get key spec from key factory  returns a specification  of the given key object.,source
SAXException_getException,"get exception from exception  return the embedded exception, if any.",source
ParsePosition_getIndex,get index from parse position  retrieve the current parse position.,source
MtpDevice_getObject,get object from mtp device  returns the data for an object as a byte array.,source
URLConnection_getUseCaches,get use caches from connection  returns the value of this urlconnection's  usecaches field.,source
AutoCompleteTextView_getDropDownHorizontalOffset,get drop down horizontal offset from auto complete text view  gets the horizontal offset used for the auto-complete drop-down list.,source
CertPathValidator_getAlgorithm,get algorithm from cert path validator  returns the algorithm name of this certpathvalidator.,source
NetworkInterface_getHardwareAddress,get hardware address from network interface  returns the hardware address  of the interface if it  has one and if it can be accessed given the current privileges.,source
NfcB_transceive,transceive from nfc  send raw nfc-b commands to the tag and receive the response.,source
AudioRecord_getRecordingState,get recording state from audio record  returns the recording state of the audiorecord instance.,source
SocketImpl_toString,to string from socket impl  returns the address and port of this socket as a string.,source
MtpDevice_getObjectInfo,get object info from mtp device  retrieves the mtpobjectinfo for an object.,source
FocusFinder_getInstance,get instance from focus finder  get the focus finder for this thread.,source
TextToSpeech_getDefaultEngine,get default engine from text to speech  gets the package name of the default speech synthesis engine.,source
Method_getParameterTypes,"get parameter types from method  returns an array of class objects that represent the formal  parameter types, in declaration order, of the executable  represented by this object.",source
JarFile_getJarEntry,get jar entry from jar file  returns the jarentry for the given entry name or  null if not found.,source
DynamicLayout_getEllipsisStart,"get ellipsis start from dynamic layout  return the offset of the first character to be ellipsized away,  relative to the start of the line.",source
Calendar_getActualMaximum,"get actual maximum from calendar  returns the maximum value that this field could have, given the  current date.",source
TypedArray_getIndex,get index from typed array  returns an index in the array that has data.,source
KeyStore_getDefaultType,"get default type from key store  returns the default keystore type as specified by the  keystore.type security property, or the string  ""jks""   if no such property exists.",source
HttpRetryException_getLocation,get location from http retry exception  returns the value of the location header field if the  error resulted from redirection.,source
WebSettings_getDefaultTextEncodingName,get default text encoding name from web settings  gets the default text encoding name.,source
Geocoder_getFromLocation,get from location from geocoder  provides an array of addresses that attempt to describe the area immediately surrounding the  given latitude and longitude.,source
RSAPrivateKeySpec_getModulus,get modulus from private key spec  returns the modulus.,source
MtpObjectInfo_getCompressedSize,get compressed size from mtp object info  returns the size of the mtp object,source
SipAudioCall_getState,get state from sip audio call  gets the state of the sipsession that carries this call.,source
SipManager_getCallId,get call id from sip manager  gets the call id from the specified incoming call broadcast intent.,source
ExpandableListActivity_getSelectedPosition,get selected position from expandable list activity  gets the position  of the currently  selected group or child.,source
FocusFinder_getInstance,get instance from focus finder  get the focus finder for this thread.,source
InputSource_getPublicId,get public id from input source  get the public identifier for this input source.,source
AudioTrack_getChannelCount,get channel count from audio track  returns the configured number of channels.,source
AbstractCursor_getExtras,get extras from abstract cursor  returns a bundle of extra values.,source
TypedArray_getIndexCount,get index count from typed array  returns the number of indices in the array that actually have data.,source
IsolatedContext_getFilesDir,get files dir from isolated context  returns the absolute path to the directory on the filesystem where files  created with openfileoutput are stored.,source
ResourceBundle_keySet,key set from resource bundle  returns a set of all keys contained in this  resourcebundle and its parent bundles.,source
Animation_getTransformation,get transformation from animation  gets the transformation to apply at a specified point in time.,source
NetworkInterface_getName,get name from network interface  get the name of this network interface.,source
TypedArray_getDimensionPixelSize,get dimension pixel size from typed array  retrieve a dimensional unit attribute at index for use  as a size in raw pixels.,source
MtpStorageInfo_getFreeSpace,get free space from mtp storage info  returns the amount of free space in the storage unit in bytes,source
IllegalFormatCodePointException_getCodePoint,get code point from illegal format code point exception  returns the illegal code point as defined by character.isvalidcodepoint.,source
RadioGroup_getCheckedRadioButtonId,get checked radio button id from radio group  returns the identifier of the selected radio button in this group.,source
Certificate_getEncoded,get encoded from certificate  returns the encoded form of this certificate.,source
URI_getRawPath,get raw path from   returns the raw path component of this uri.,source
ReentrantReadWriteLock_getQueueLength,get queue length from reentrant read write lock  returns an estimate of the number of threads waiting to acquire  either the read or write lock.,source
DatagramSocket_getLocalAddress,get local address from datagram socket  gets the local address to which the socket is bound.,source
InetSocketAddress_getPort,get port from inet socket address  gets the port number.,source
URLConnection_getHeaderField,get header field from connection  returns the value of the named header field.,source
SimpleTimeZone_getRawOffset,get raw offset from simple time zone  gets the gmt offset for this time zone.,source
Signature_toString,"to string from signature  returns a string representation of this signature object,  providing information that includes the state of the object  and the name of the algorithm used.",source
PatternSyntaxException_getIndex,get index from pattern syntax exception  retrieves the error index.,source
RadioGroup_getCheckedRadioButtonId,get checked radio button id from radio group  returns the identifier of the selected radio button in this group.,source
Preference_getWidgetLayoutResource,get widget layout resource from preference  gets the layout resource for the controllable widget portion of this preference.,source
Provider_getService,get service from provider  get the service describing this provider's implementation of the  specified type of this algorithm or alias.,source
DocumentBuilderFactory_getSchema,get schema from document builder factory  gets the schema object specified through  the setschema method.,source
RandomAccessFile_getFD,get f d from random access file  returns the opaque file descriptor object associated with this  stream.,source
InetAddress_getAllByName,"get all by name from inet address  given the name of a host, returns an array of its ip addresses,  based on the configured name service on the system.",source
TypedArray_getTextArray,get text array from typed array  retrieve the charsequence[] for the attribute at index.,source
SslError_getCertificate,get certificate from ssl error  gets the ssl certificate associated with this object.,source
Time_getActualMaximum,get actual maximum from time  return the maximum possible value for the given field given the value of  the other fields.,source
ShortBuffer_get,get from short buffer  relative get method.,source
DateFormat_getMediumDateFormat,get medium date format from date format  returns a dateformat object that can format the date  in medium form  for the context's locale.,source
DecimalFormatSymbols_getAvailableLocales,get available locales from decimal format symbols  returns an array of all locales for which the getinstance methods of  this class can return localized instances.,source
LogRecord_getParameters,get parameters from log record  get the parameters to the log message.,source
FocusFinder_getInstance,get instance from focus finder  get the focus finder for this thread.,source
LogManager_getLoggerNames,get logger names from log manager  get an enumeration of known logger names.,source
Animation_getZAdjustment,get z adjustment from animation  returns the z ordering mode to use while running the animation as  previously set by setzadjustment.,source
ObjectStreamField_getOffset,get offset from object stream field  offset of field within instance data.,source
AutoCompleteTextView_getValidator,"get validator from auto complete text view  returns the validator set with setvalidator,  or null if it was not set.",source
AbstractQueuedSynchronizer_getSharedQueuedThreads,get shared queued threads from abstract queued synchronizer  returns a collection containing threads that may be waiting to  acquire in shared mode.,source
StringCharacterIterator_getIndex,get index from string character iterator  implements characteriterator.getindex for string.,source
ContextThemeWrapper_getResources,get resources from context theme wrapper  returns a resources instance for the application's package.,source
Animation_getTransformation,get transformation from animation  gets the transformation to apply at a specified point in time.,source
SipManager_createSipSession,create sip session from sip manager  creates a sipsession with the specified profile.,source
URLSpan_getSpanTypeId,get span type id from span  return a special type identifier for this span class.,source
MappedByteBuffer_load,load from mapped byte buffer  loads this buffer's content into physical memory.,source
UsbRequest_getEndpoint,"get endpoint from usb request  returns the endpoint for the request, or null if the request is not opened.",source
FrameLayout_getMeasureAllChildren,"get measure all children from frame layout  determines whether all children, or just those in the visible or  invisible state, are considered when measuring.",source
Deflater_getBytesWritten,get bytes written from deflater  returns the total number of compressed bytes output so far.,source
URI_getRawSchemeSpecificPart,get raw scheme specific part from   returns the raw scheme-specific part of this uri.,source
AudioGroup_getMode,get mode from audio group  returns the current mode.,source
AttributesImpl_getValue,get value from attributes impl  look up an attribute's value by qualified  name.,source
Equalizer_getCenterFreq,get center freq from equalizer  gets the center frequency of the given band.,source
SimpleAdapter_getItemId,get item id from simple adapter  get the row id associated with the specified position in the list.,source
MtpObjectInfo_getAssociationDesc,get association desc from mtp object info  returns the association description for the mtp object  will be zero objects that are not of format  mtpconstants.format_association,source
PatternSyntaxException_getMessage,"get message from pattern syntax exception  returns a multi-line string containing the description of the syntax  error and its index, the erroneous regular-expression pattern, and a  visual indication of the error index within the pattern.",source
DatePicker_getMaxDate,"get max date from date picker  gets the maximal date supported by this datepicker in  milliseconds since january 1, 1970 00:00:00 in  timezone.getdefault time zone.",source
URI_getPort,get port from   returns the port number of this uri.,source
Animation_getStartOffset,"get start offset from animation  when this animation should start, relative to starttime",source
ClassLoader_getResourceAsStream,get resource as stream from class loader  returns an input stream for reading the specified resource.,source
ClassLoader_loadClass,load class from class loader  loads the class with the specified binary name.,source
AccountManager_getUserData,"get user data from account manager  gets the user data named by ""key"" associated with the account.",source
IllegalFormatFlagsException_getMessage,get message from illegal format flags exception  returns the detail message string of this throwable.,source
CertPathValidator_getProvider,get provider from cert path validator  returns the provider of this  certpathvalidator.,source
MifareUltralight_getTag,get tag from mifare ultralight  get the tag object backing this tagtechnology object.,source
Socket_getReuseAddress,get reuse address from socket  tests if so_reuseaddr is enabled.,source
