keys,docs,classification
SSLParameters_getNeedClientAuth, Returns whether client authentication should be required.,source
Handler_getErrorManager, Retrieves the ErrorManager for this Handler.,source
ListFragment_getListView, Get the fragment's list view widget.,source
ReentrantReadWriteLock_getReadLockCount, Queries the number of read locks held for this lock.,source
MatrixCursor_getShort, Returns the value of the requested column as a short.,source
EasyEditSpan_getSpanTypeId, Return a special type identifier for this span class.,source
AbstractCursor_getColumnName, Returns the column name at the given zero-based column index.,source
AbstractQueuedSynchronizer_getSharedQueuedThreads, Returns a collection containing threads that may be waiting to  acquire in shared mode.,source
Method_getTypeParameters," Returns an array of TypeVariable objects that represent the  type variables declared by the generic declaration represented by this  GenericDeclaration object, in declaration order.",source
BroadcastReceiver_getResultData," Retrieve the current result data, as set by the previous receiver.",source
DatagramSocket_getSoTimeout, Retrieve setting for SO_TIMEOUT.,source
StorageManager_getMountedObbPath, Check the mounted path of an Opaque Binary Blob  file.,source
AccountManager_removeAccount, Removes an account from the AccountManager.,source
UsbDeviceConnection_getRawDescriptors, Returns the raw USB descriptors for the device.,source
StaticLayout_getTopPadding, Returns the  number of extra pixels of ascent padding in the  top line of the Layout.,source
ServerSocket_getSoTimeout, Retrieve setting for SO_TIMEOUT.,source
KeyFactory_getInstance, Returns a KeyFactory object that converts  public/private keys of the specified algorithm.,source
LayoutAnimationController_getDelay, Returns the delay by which the children's animation are offset.,source
Type_getCount, Return the total number of accessable cells in the Type.,source
MtpDevice_getThumbnail, Returns the thumbnail data for an object as a byte array.,source
BluetoothAdapter_getProfileProxy, Get the profile proxy object associated with the profile.,source
Socket_getSoLinger, Returns setting for SO_LINGER.,source
RootElement_getContentHandler, Gets the SAX ContentHandler.,source
ServerSocket_getReceiveBufferSize," Gets the value of the SO_RCVBUF option  for this ServerSocket, that is the proposed buffer size that  will be used for Sockets accepted from this ServerSocket.",source
Calendar_getDisplayName, Returns the name of this calendar in the language of the given locale.,source
TypedArray_getDimensionPixelSize, Retrieve a dimensional unit attribute at index for use  as a size in raw pixels.,source
MifareUltralight_readPages, Read 4 pages .,source
Binder_getCallingUserHandle, Return the UserHandle assigned to the process that sent you the  current transaction that is being processed.,source
SQLiteOpenHelper_getWritableDatabase, Create and/or open a database that will be used for reading and writing.,source
Socket_getChannel," Returns the unique SocketChannel  object associated with this socket, if any.",source
ResourceBundle_getStringArray, Gets a string array for the given key from this resource bundle or one of its parents.,source
GregorianCalendar_getGregorianChange, Gets the Gregorian Calendar change date.,source
SynthesisRequest_getSpeechRate, Gets the speech rate to use.,source
ScaleGestureDetector_getFocusY, Get the Y coordinate of the current gesture's focal point.,source
FileOutputStream_getFD, Returns the file descriptor associated with this stream.,source
SQLiteDatabase_getPageSize," Returns the current database page size, in bytes.",source
FormatFlagsConversionMismatchException_getMessage, Returns the detail message string of this throwable.,source
LogRecord_getThrown, Get any throwable associated with the log record.,source
WebResourceResponse_getData, Gets the input stream that provides the resource response's data.,source
Mac_doFinal, Processes the given array of bytes and finishes the MAC operation.,source
KeyFactory_getKeySpec, Returns a specification  of the given key object.,source
ObjectAnimator_getPropertyName, Gets the name of the property that will be animated.,source
Throwable_getSuppressed," Returns an array containing all of the exceptions that were  suppressed, typically by the try-with-resources  statement, in order to deliver this exception.",source
IsoDep_transceive, Send raw ISO-DEP data to the tag and receive the response.,source
WallpaperManager_getDesiredMinimumHeight, Returns the desired minimum height for the wallpaper.,source
URI_getFragment, Returns the decoded fragment component of this URI.,source
LayoutAnimationController_getInterpolator, Returns the interpolator used to interpolate the delays between the  children.,source
Socket_getReceiveBufferSize," Gets the value of the SO_RCVBUF option  for this Socket, that is the buffer size used by the platform  for input on this Socket.",source
SensorManager_getRotationMatrixFromVector, Helper function to convert a rotation vector to a rotation matrix.,source
EllipticCurve_getSeed, Returns the seeding bytes seed used  during curve generation.,source
SSLContext_getInstance, Returns a SSLContext object that implements the  specified secure socket protocol.,source
MergeCursor_getFloat, Returns the value of the requested column as a float.,source
BroadcastReceiver_getResultCode," Retrieve the current result code, as set by the previous receiver.",source
DynamicDrawableSpan_getVerticalAlignment," Returns the vertical alignment of this span, one of ALIGN_BOTTOM,  ALIGN_BASELINE or ALIGN_CENTER.",source
AbstractCursor_getExtras, Returns a bundle of extra values.,source
Provider_getName, Returns the name of this provider.,source
DateFormatSymbols_getLocalPatternChars, Returns localized date-time pattern characters.,source
HandlerThread_getLooper, This method returns the Looper associated with this thread.,source
StringWriter_getBuffer, Return the string buffer itself.,source
URLConnection_getConnectTimeout, Returns setting for connect timeout.,source
AccountManager_get, Gets an AccountManager instance associated with a Context.,source
WebResourceResponse_getEncoding, Gets the resource response's encoding.,source
Writer_append, Appends the specified character to this writer.,source
BackupDataInputStream_getKey, Report the key string associated with this entity within the backup data set.,source
AbstractQueuedSynchronizer_getQueueLength, Returns an estimate of the number of threads waiting to  acquire.,source
SensorManager_getRotationMatrixFromVector, Helper function to convert a rotation vector to a rotation matrix.,source
Equalizer_getCenterFreq, Gets the center frequency of the given band.,source
DownloadManager_getUriForDownloadedFile," Returns the Uri of the given downloaded file id, if the file is  downloaded successfully.",source
StaticLayout_getLineDirections, Returns the directional run information for the specified line.,source
CertPathValidator_getInstance, Returns a CertPathValidator object that implements the  specified algorithm.,source
ClassLoader_getParent, Returns the parent class loader for delegation.,source
URLConnection_getHeaderFields, Returns an unmodifiable Map of the header fields.,source
LocationProvider_getName, Returns the name of this provider.,source
AlgorithmParameters_getAlgorithm, Returns the name of the algorithm associated with this parameter object.,source
Animation_getDuration, How long this animation should last,source
Deflater_getTotalOut, Returns the total number of compressed bytes output so far.,source
IllegalFormatPrecisionException_getPrecision, Returns the precision,source
CookieSyncManager_createInstance, Create a singleton CookieSyncManager within a context,source
ViewAnimator_getDisplayedChild, Returns the index of the currently displayed child view.,source
URLConnection_getDefaultAllowUserInteraction, Returns the default value of the allowUserInteraction  field.,source
PreferenceGroup_getPreferenceCount, Returns the number of children Preferences.,source
DatagramSocket_getLocalAddress, Gets the local address to which the socket is bound.,source
DatePickerDialog_getDatePicker, Returns the DatePicker contained in this dialog.,source
SimpleAdapter_getCount, How many items are in the data set represented by this Adapter.,source
CRL_getType, Returns the type of this CRL.,source
ExifInterface_getAttributeDouble, Returns the double value of the tag that is specified as rational or contains a  double-formatted value.,source
Currency_getSymbol, Convenience and compatibility override of getName that  requests the symbol name for the default DISPLAY locale.,source
LogRecord_getThrown, Get any throwable associated with the log record.,source
DrmRights_getMimeType, Retrieves the MIME type associated with this DrmRights object.,source
Throwable_getCause, Returns the cause of this throwable or null if the  cause is nonexistent or unknown.,source
NumberFormat_getInstance, NOTE: New users are strongly encouraged to use  NumberFormatter instead of NumberFormat.,source
Signature_getInstance, Returns a Signature object that implements the specified signature  algorithm.,source
ZipEntry_getMethod, Returns the compression method of the entry.,source
Environment_getDownloadCacheDirectory, Return the download/cache content directory.,source
StackTraceElement_getFileName, Returns the name of the source file containing the execution point  represented by this stack trace element.,source
BluetoothAdapter_getProfileProxy, Get the profile proxy object associated with the profile.,source
DecimalFormat_getNegativeSuffix, Affixes: Gets the negative suffix string currently being used to format  numbers.,source
FileInputStream_getChannel, Returns the unique FileChannel  object associated with this file input stream.,source
CollationKey_compareTo, Compare this CollationKey to another CollationKey.,source
RandomAccessFile_getFilePointer, Returns the current offset in this file.,source
SocketChannel_write, Writes a sequence of bytes to this channel from the given buffer.,source
SearchView_getInputType, Returns the input type set on the query text field.,source
AudioRecord_getSampleRate, Returns the configured audio sink sample rate in Hz.,source
SSLContext_getInstance, Returns a SSLContext object that implements the  specified secure socket protocol.,source
ValueAnimator_getDuration, Gets the length of the animation.,source
Method_getName," Returns the name of the method represented by this Method  object, as a String.",source
Matrix3f_get, Returns the value for a given row and column,source
KeyFactory_getKeySpec, Returns a specification  of the given key object.,source
SAXException_getException," Return the embedded exception, if any.",source
ParsePosition_getIndex, Retrieve the current parse position.,source
MtpDevice_getObject, Returns the data for an object as a byte array.,source
URLConnection_getUseCaches, Returns the value of this URLConnection's  useCaches field.,source
AutoCompleteTextView_getDropDownHorizontalOffset, Gets the horizontal offset used for the auto-complete drop-down list.,source
CertPathValidator_getAlgorithm, Returns the algorithm name of this CertPathValidator.,source
NetworkInterface_getHardwareAddress, Returns the hardware address  of the interface if it  has one and if it can be accessed given the current privileges.,source
NfcB_transceive, Send raw NFC-B commands to the tag and receive the response.,source
AudioRecord_getRecordingState, Returns the recording state of the AudioRecord instance.,source
SocketImpl_toString, Returns the address and port of this socket as a String.,source
MtpDevice_getObjectInfo, Retrieves the MtpObjectInfo for an object.,source
FocusFinder_getInstance, Get the focus finder for this thread.,source
TextToSpeech_getDefaultEngine, Gets the package name of the default speech synthesis engine.,source
Method_getParameterTypes," Returns an array of Class objects that represent the formal  parameter types, in declaration order, of the executable  represented by this object.",source
JarFile_getJarEntry, Returns the JarEntry for the given entry name or  null if not found.,source
DynamicLayout_getEllipsisStart," Return the offset of the first character to be ellipsized away,  relative to the start of the line.",source
Calendar_getActualMaximum," Returns the maximum value that this field could have, given the  current date.",source
TypedArray_getIndex, Returns an index in the array that has data.,source
KeyStore_getDefaultType," Returns the default keystore type as specified by the  keystore.type security property, or the string  ""jks""   if no such property exists.",source
HttpRetryException_getLocation, Returns the value of the Location header field if the  error resulted from redirection.,source
WebSettings_getDefaultTextEncodingName, Gets the default text encoding name.,source
Geocoder_getFromLocation, Provides an array of Addresses that attempt to describe the area immediately surrounding the  given latitude and longitude.,source
RSAPrivateKeySpec_getModulus, Returns the modulus.,source
MtpObjectInfo_getCompressedSize, Returns the size of the MTP object,source
SipAudioCall_getState, Gets the state of the SipSession that carries this call.,source
SipManager_getCallId, Gets the call ID from the specified incoming call broadcast intent.,source
ExpandableListActivity_getSelectedPosition, Gets the position  of the currently  selected group or child.,source
FocusFinder_getInstance, Get the focus finder for this thread.,source
InputSource_getPublicId, Get the public identifier for this input source.,source
AudioTrack_getChannelCount, Returns the configured number of channels.,source
AbstractCursor_getExtras, Returns a bundle of extra values.,source
TypedArray_getIndexCount, Returns the number of indices in the array that actually have data.,source
IsolatedContext_getFilesDir, Returns the absolute path to the directory on the filesystem where files  created with openFileOutput are stored.,source
ResourceBundle_keySet, Returns a Set of all keys contained in this  ResourceBundle and its parent bundles.,source
Animation_getTransformation, Gets the transformation to apply at a specified point in time.,source
NetworkInterface_getName, Get the name of this network interface.,source
TypedArray_getDimensionPixelSize, Retrieve a dimensional unit attribute at index for use  as a size in raw pixels.,source
MtpStorageInfo_getFreeSpace, Returns the amount of free space in the storage unit in bytes,source
IllegalFormatCodePointException_getCodePoint, Returns the illegal code point as defined by Character.isValidCodePoint.,source
RadioGroup_getCheckedRadioButtonId, Returns the identifier of the selected radio button in this group.,source
Certificate_getEncoded, Returns the encoded form of this certificate.,source
URI_getRawPath, Returns the raw path component of this URI.,source
ReentrantReadWriteLock_getQueueLength, Returns an estimate of the number of threads waiting to acquire  either the read or write lock.,source
DatagramSocket_getLocalAddress, Gets the local address to which the socket is bound.,source
InetSocketAddress_getPort, Gets the port number.,source
URLConnection_getHeaderField, Returns the value of the named header field.,source
SimpleTimeZone_getRawOffset, Gets the GMT offset for this time zone.,source
Signature_toString," Returns a string representation of this signature object,  providing information that includes the state of the object  and the name of the algorithm used.",source
PatternSyntaxException_getIndex, Retrieves the error index.,source
RadioGroup_getCheckedRadioButtonId, Returns the identifier of the selected radio button in this group.,source
Preference_getWidgetLayoutResource, Gets the layout resource for the controllable widget portion of this Preference.,source
Provider_getService, Get the service describing this Provider's implementation of the  specified type of this algorithm or alias.,source
DocumentBuilderFactory_getSchema, Gets the Schema object specified through  the setSchema method.,source
RandomAccessFile_getFD, Returns the opaque file descriptor object associated with this  stream.,source
InetAddress_getAllByName," Given the name of a host, returns an array of its IP addresses,  based on the configured name service on the system.",source
TypedArray_getTextArray, Retrieve the CharSequence[] for the attribute at index.,source
SslError_getCertificate, Gets the SSL certificate associated with this object.,source
Time_getActualMaximum, Return the maximum possible value for the given field given the value of  the other fields.,source
ShortBuffer_get, Relative get method.,source
DateFormat_getMediumDateFormat, Returns a DateFormat object that can format the date  in medium form  for the context's locale.,source
DecimalFormatSymbols_getAvailableLocales, Returns an array of all locales for which the getInstance methods of  this class can return localized instances.,source
LogRecord_getParameters, Get the parameters to the log message.,source
FocusFinder_getInstance, Get the focus finder for this thread.,source
LogManager_getLoggerNames, Get an enumeration of known logger names.,source
Animation_getZAdjustment, Returns the Z ordering mode to use while running the animation as  previously set by setZAdjustment.,source
ObjectStreamField_getOffset, Offset of field within instance data.,source
AutoCompleteTextView_getValidator," Returns the Validator set with setValidator,  or null if it was not set.",source
AbstractQueuedSynchronizer_getSharedQueuedThreads, Returns a collection containing threads that may be waiting to  acquire in shared mode.,source
StringCharacterIterator_getIndex, Implements CharacterIterator.getIndex for String.,source
ContextThemeWrapper_getResources, Returns a Resources instance for the application's package.,source
Animation_getTransformation, Gets the transformation to apply at a specified point in time.,source
SipManager_createSipSession, Creates a SipSession with the specified profile.,source
URLSpan_getSpanTypeId, Return a special type identifier for this span class.,source
MappedByteBuffer_load, Loads this buffer's content into physical memory.,source
UsbRequest_getEndpoint," Returns the endpoint for the request, or null if the request is not opened.",source
FrameLayout_getMeasureAllChildren," Determines whether all children, or just those in the VISIBLE or  INVISIBLE state, are considered when measuring.",source
Deflater_getBytesWritten, Returns the total number of compressed bytes output so far.,source
URI_getRawSchemeSpecificPart, Returns the raw scheme-specific part of this URI.,source
AudioGroup_getMode, Returns the current mode.,source
AttributesImpl_getValue, Look up an attribute's value by qualified  name.,source
Equalizer_getCenterFreq, Gets the center frequency of the given band.,source
SimpleAdapter_getItemId, Get the row id associated with the specified position in the list.,source
MtpObjectInfo_getAssociationDesc, Returns the association description for the MTP object  Will be zero objects that are not of format  MtpConstants.FORMAT_ASSOCIATION,source
PatternSyntaxException_getMessage," Returns a multi-line string containing the description of the syntax  error and its index, the erroneous regular-expression pattern, and a  visual indication of the error index within the pattern.",source
DatePicker_getMaxDate," Gets the maximal date supported by this DatePicker in  milliseconds since January 1, 1970 00:00:00 in  TimeZone.getDefault time zone.",source
URI_getPort, Returns the port number of this URI.,source
Animation_getStartOffset," When this animation should start, relative to StartTime",source
ClassLoader_getResourceAsStream, Returns an input stream for reading the specified resource.,source
ClassLoader_loadClass, Loads the class with the specified binary name.,source
AccountManager_getUserData," Gets the user data named by ""key"" associated with the account.",source
IllegalFormatFlagsException_getMessage, Returns the detail message string of this throwable.,source
CertPathValidator_getProvider, Returns the Provider of this  CertPathValidator.,source
MifareUltralight_getTag, Get the Tag object backing this TagTechnology object.,source
Socket_getReuseAddress, Tests if SO_REUSEADDR is enabled.,source
AccountManager_getAuthenticatorTypes, Lists the currently registered authenticators.,source
ValueAnimator_getFrameDelay," The amount of time, in milliseconds, between each frame of the animation.",source
DateFormat_getLongDateFormat, Returns a DateFormat object that can format the date  in long form  for the context's locale.,source
X509Certificate_getSubjectAlternativeNames," Gets an immutable collection of subject alternative names from the  SubjectAltName extension, .",source
DHPublicKeySpec_getG, Returns the base generator g.,source
PKIXParameters_getDate, Returns the time for which the validity of the certification path  should be determined.,source
DatagramSocket_getSoTimeout, Retrieve setting for SO_TIMEOUT.,source
SSLEngine_getSSLParameters, Returns the SSLParameters in effect for this SSLEngine.,source
ScaleGestureDetector_getFocusX, Get the X coordinate of the current gesture's focal point.,source
ScheduledThreadPoolExecutor_shutdownNow," Attempts to stop all actively executing tasks, halts the  processing of waiting tasks, and returns a list of the tasks  that were awaiting execution.",source
ClassLoader_loadClass, Loads the class with the specified binary name.,source
Preference_getTitle, Returns the title of this Preference.,source
SelectorProvider_inheritedChannel, Returns the channel inherited from the entity that created this  Java virtual machine.,source
ViewAnimator_getDisplayedChild, Returns the index of the currently displayed child view.,source
Currency_getInstance, Returns a currency object given an ISO 4217 3-letter code.,source
Element_getChild, Gets the child element with the given name.,source
MediaRouter_getCategoryAt, Return the category at the given index.,source
NetworkInterface_getDisplayName, Get the display name of this network interface.,source
CertPathValidator_getAlgorithm, Returns the algorithm name of this CertPathValidator.,source
EllipticCurve_getB, Returns the second coefficient b of the  elliptic curve.,source
EasyEditSpan_getSpanTypeId, Return a special type identifier for this span class.,source
PatternSyntaxException_getDescription, Retrieves the description of the error.,source
AccessibilityService_getServiceInfo, Gets the an AccessibilityServiceInfo describing this  AccessibilityService.,source
IsoDep_getHiLayerResponse, Return the higher layer response bytes for NfcB tags.,source
AccessibilityManager_getEnabledAccessibilityServiceList, Returns the AccessibilityServiceInfos of the enabled accessibility services  for a given feedback type.,source
ViewStub_getLayoutInflater, Get current LayoutInflater used in inflate.,source
JarEntry_getCodeSigners," Returns the CodeSigner objects for this entry, or  null if none.",source
LocalActivityManager_destroyActivity, Destroy the activity associated with a particular id.,source
CharsetDecoder_unmappableCharacterAction, Returns this decoder's current action for unmappable-character errors.,source
NumberFormat_format, [icu] Formats a BigInteger.,source
JarEntry_getAttributes," Returns the Manifest Attributes for this  entry, or null if none.",source
IllegalFormatFlagsException_getMessage, Returns the detail message string of this throwable.,source
TrustAnchor_getTrustedCert, Returns the most-trusted CA certificate.,source
SensorManager_getAngleChange, Helper function to compute the angle change between two rotation matrices.,source
SAXParseException_getPublicId, Get the public identifier of the entity where the exception occurred.,source
KeyGenerator_getAlgorithm, Returns the algorithm name of this KeyGenerator object.,source
AccessibilityRecord_getItemCount, Gets the number of items that can be visited.,source
SslError_getCertificate, Gets the SSL certificate associated with this object.,source
ViewPropertyAnimator_getStartDelay, Returns the current startDelay of property animations.,source
CertPath_toString, Returns a string representation of this certification path.,source
DrmSupportInfo_getFileSuffixIterator, Retrieves an iterator object that you can use to iterate over the file suffixes that  this DRM plug-in supports.,source
Cipher_getProvider, Returns the provider of this Cipher object.,source
Thread_getPriority, Returns this thread's priority.,source
Looper_getThread, Gets the Thread associated with this Looper.,source
StackTraceElement_getFileName, Returns the name of the source file containing the execution point  represented by this stack trace element.,source
Mac_getMacLength, Returns the length of the MAC in bytes.,source
Array_newInstance, Creates a new array with the specified component type and  length.,source
MtpStorageInfo_getFreeSpace, Returns the amount of free space in the storage unit in bytes,source
InterfaceAddress_getBroadcast, Returns an InetAddress for the broadcast address  for this InterfaceAddress.,source
ECFieldF2m_getReductionPolynomial, Returns a BigInteger whose i-th bit corresponds to the  i-th coefficient of the reduction polynomial for polynomial  basis or null for normal basis.,source
EllipticCurve_getField, Returns the finite field field that this  elliptic curve is over.,source
HttpsURLConnection_getLocalPrincipal, Returns the principal that was sent to the server during handshaking.,source
Socket_getSendBufferSize," Get value of the SO_SNDBUF option  for this Socket, that is the buffer size used by the platform  for output on this Socket.",source
AccessibilityRecord_getRemovedCount, Gets the number of removed characters.,source
ImageView_getColorFilter, Returns the active color filter for this ImageView.,source
ShapeDrawable_getConstantState, Return a ConstantState instance that holds the shared state of this Drawable.,source
DocumentBuilder_getSchema, Get a reference to the the Schema being used by  the XML processor.,source
TrafficStats_getMobileTxPackets, Return number of packets transmitted across mobile networks since device  boot.,source
Calendar_getActualMaximum," Returns the maximum value that this field could have, given the  current date.",source
KeyAgreement_getProvider, Returns the provider of this KeyAgreement object.,source
Provider_getService, Get the service describing this Provider's implementation of the  specified type of this algorithm or alias.,source
Validator_getProperty, Look up the value of a property.,source
CursorWrapper_getColumnIndexOrThrow," Returns the zero-based index for the given column name, or throws  IllegalArgumentException if the column doesn't exist.",source
URI_getUserInfo, Returns the decoded user-information component of this URI.,source
BluetoothHeadset_getConnectionState," Get the current connection state of the profile  For apps targeting Build.VERSION_CODES#S or or higher,  this requires the Manifest.permission#BLUETOOTH_CONNECT  permission which can be gained with  Activity.requestPermissions.",source
DrmSupportInfo_getFileSuffixIterator, Retrieves an iterator object that you can use to iterate over the file suffixes that  this DRM plug-in supports.,source
BoringLayout_getLineCount, Return the number of lines of text in this layout.,source
Calendar_getTimeInMillis, Returns this Calendar's current time as a long.,source
